TotalSentimentScore,Vaccine,Death,Shut,Date,Price,Stock Splits
0.00807263157894737,5,12,9,05/19/2020,173.67999267578125,0
-0.015985526315789474,4,7,2,05/20/2020,175.47999572753906,0
-0.02051791044776121,4,9,2,05/21/2020,172.02999877929688,0
-0.0729518987341772,5,11,0,05/22/2020,171.05999755859375,0
-0.053186206896551735,4,6,3,05/23/2020,167.52999877929688,0
-0.13446734693877552,1,6,4,05/24/2020,165.76499938964844,0
0.008165000000000009,8,4,2,05/25/2020,164.88249969482422,0
-0.08674470588235295,3,7,1,05/26/2020,164.0,0
-0.04062448979591838,0,6,1,05/27/2020,161.97000122070312,0
-0.060927083333333326,0,6,1,05/28/2020,163.5500030517578,0
-0.0881666666666667,2,3,0,05/29/2020,179.47999572753906,0
-0.2154382978723404,1,2,5,05/30/2020,191.81499481201172,0
-0.2312730769230769,0,3,0,05/31/2020,197.98249435424805,0
-0.0796142857142857,0,4,3,06/01/2020,204.14999389648438,0
-0.07595194805194805,0,4,0,06/02/2020,208.0800018310547,0
-0.05871587301587301,1,9,4,06/03/2020,223.8699951171875,0
-0.14250289855072468,3,6,5,06/04/2020,210.35000610351562,0
-0.1592850746268657,1,8,1,06/05/2020,207.60000610351562,0
-0.16489259259259256,0,10,1,06/06/2020,208.71500396728516,0
-0.09835660377358484,2,6,0,06/07/2020,209.27250289916992,0
-0.018688990825688062,1,8,4,06/08/2020,209.8300018310547,0
-0.016057142857142864,2,3,4,06/09/2020,205.42999267578125,0
-0.04496610169491525,2,3,4,06/10/2020,221.02000427246094,0
-0.006745833333333336,2,5,2,06/11/2020,222.07000732421875,0
-0.03794375,0,4,3,06/12/2020,219.52000427246094,0
-0.04952083333333334,5,5,4,06/13/2020,229.27000427246094,0
-0.03399142857142859,0,3,1,06/14/2020,234.14500427246094,0
0.10397179487179486,2,7,3,06/15/2020,239.02000427246094,0
0.04090676691729324,1,14,2,06/16/2020,242.55999755859375,0
0.052847368421052615,1,7,4,06/17/2020,236.75999450683594,0
0.15857108433734945,3,3,3,06/18/2020,241.57000732421875,0
0.12294523809523812,1,4,2,06/19/2020,243.47999572753906,0
-0.08307435897435897,1,4,1,06/20/2020,247.375,0
-0.04463469387755102,0,3,1,06/21/2020,249.32250213623047,0
-0.09527659574468084,5,6,1,06/22/2020,251.27000427246094,0
0.0959422535211268,4,2,3,06/23/2020,252.80999755859375,0
-0.11841666666666667,2,8,3,06/24/2020,255.89999389648438,0
0.00934090909090909,1,2,2,06/25/2020,259.510009765625,0
-0.061566666666666665,3,4,3,06/26/2020,256.79998779296875,0
0.039880851063829784,2,2,2,06/27/2020,252.67999267578125,0
-0.11684727272727273,0,6,2,06/28/2020,250.6199951171875,0
0.004345679012345682,5,4,5,06/29/2020,248.55999755859375,0
-0.025873529411764712,9,2,3,06/30/2020,253.5399932861328,0
-0.05274761904761905,4,3,2,07/01/2020,259.1300048828125,0
0.1273342105263158,3,3,5,07/02/2020,261.739990234375,0
0.08825312500000003,3,5,3,07/03/2020,261.3699951171875,0
-0.08238285714285715,3,6,1,07/04/2020,261.18499755859375,0
-0.00994893617021277,0,2,5,07/05/2020,261.0924987792969,0
0.08967394957983195,0,8,7,07/06/2020,261.0,0
0.1099980132450331,6,4,3,07/07/2020,262.1000061035156,0
-0.08000860215053762,3,4,3,07/08/2020,266.32000732421875,0
-0.08486363636363636,2,8,4,07/09/2020,269.5199890136719,0
-0.09837792207792208,1,5,5,07/10/2020,275.8699951171875,0
-0.0491041095890411,2,7,2,07/11/2020,268.0849914550781,0
-0.06269230769230771,5,10,1,07/12/2020,264.19248962402344,0
-0.01408021978021978,7,10,2,07/13/2020,260.29998779296875,0
-0.005283146067415728,10,9,2,07/14/2020,260.010009765625,0
-0.06075074626865672,10,8,6,07/15/2020,256.2200012207031,0
-0.01655844155844156,23,4,2,07/16/2020,248.5399932861328,0
-0.08636511627906975,6,8,2,07/17/2020,246.5399932861328,0
-0.1384666666666667,0,3,1,07/18/2020,257.5599899291992,0
0.003769230769230756,3,3,1,07/19/2020,263.0699882507324,0
0.027836263736263737,16,2,4,07/20/2020,268.5799865722656,0
-0.04662173913043479,8,6,3,07/21/2020,260.44000244140625,0
0.021041489361702127,5,7,1,07/22/2020,261.17999267578125,0
0.030630379746835443,4,9,0,07/23/2020,251.5,0
-0.01880689655172413,5,8,4,07/24/2020,246.55999755859375,0
0.019964383561643814,0,5,2,07/25/2020,249.44499969482422,0
-0.08864571428571426,1,8,3,07/26/2020,250.88750076293945,0
0.00656695652173911,5,4,7,07/27/2020,252.3300018310547,0
-0.0041622641509433955,7,6,1,07/28/2020,252.17999267578125,0
-0.036921875,3,8,1,07/29/2020,252.38999938964844,0
-0.04439897959183672,4,14,3,07/30/2020,250.0,0
-0.050796874999999984,5,7,3,07/31/2020,253.91000366210938,0
-0.09556354166666664,2,5,5,08/01/2020,260.9550018310547,0
-0.03398139534883722,4,6,1,08/02/2020,264.47750091552734,0
-0.06079811320754715,3,13,2,08/03/2020,268.0,0
0.020259999999999997,4,8,5,08/04/2020,267.3399963378906,0
-0.08231604938271607,6,5,3,08/05/2020,272.8999938964844,0
-0.11548387096774199,1,9,5,08/06/2020,268.25,0
-0.014996226415094347,11,7,4,08/07/2020,258.7300109863281,0
-0.01775844155844156,5,12,2,08/08/2020,254.36500549316406,0
-0.02400736842105264,4,16,1,08/09/2020,252.18250274658203,0
-0.0501359375,2,3,1,08/10/2020,250.0,0
-0.015714184397163124,41,7,14,08/11/2020,231.0399932861328,0
0.009455294117647057,15,8,1,08/12/2020,236.72000122070312,0
-0.054913861386138615,12,5,5,08/13/2020,247.25,0
-0.0027202531645569524,7,3,3,08/14/2020,244.91000366210938,0
0.07509736842105262,10,1,3,08/15/2020,255.52999877929688,0
0.01968253968253969,5,3,3,08/16/2020,260.8399963378906,0
-0.06376666666666668,3,2,1,08/17/2020,266.1499938964844,0
-0.03297547169811322,6,3,4,08/18/2020,276.79998779296875,0
0.05694,6,0,1,08/19/2020,273.510009765625,0
-0.06509411764705883,9,4,1,08/20/2020,290.69000244140625,0
-0.07466718750000001,4,1,2,08/21/2020,289.67999267578125,0
-0.10150344827586208,4,6,1,08/22/2020,285.97999572753906,0
-0.12055,2,6,1,08/23/2020,284.12999725341797,0
-0.021650632911392416,8,3,2,08/24/2020,282.2799987792969,0
0.00529275362318841,3,1,5,08/25/2020,290.44000244140625,0
-0.0285765625,3,7,1,08/26/2020,295.2699890136719,0
-0.041331034482758634,2,4,2,08/27/2020,294.67999267578125,0
0.09320769230769232,6,2,2,08/28/2020,299.2699890136719,0
-0.048456603773584905,4,5,0,08/29/2020,312.18499755859375,0
-0.09342692307692306,4,9,2,08/30/2020,318.6425018310547,0
0.03557346938775508,7,5,0,08/31/2020,325.1000061035156,0
-0.1387854166666667,3,7,1,09/01/2020,457.69000244140625,0
0.07555714285714286,8,2,0,09/02/2020,423.55999755859375,0
0.07284259259259261,6,1,2,09/03/2020,381.32000732421875,0
3.8095238095234555e-05,11,4,3,09/04/2020,369.8900146484375,0
-0.08964857142857145,6,5,2,09/05/2020,360.385009765625,0
-0.10276875,4,3,4,09/06/2020,355.63250732421875,0
-0.08281206896551725,6,2,0,09/07/2020,353.2562561035156,0
-0.040374193548387095,10,2,1,09/08/2020,350.8800048828125,0
-0.07746825396825396,12,4,2,09/09/2020,389.6499938964844,0
0.0021937499999999874,2,4,6,09/10/2020,384.4800109863281,0
-0.08430333333333333,2,6,1,09/11/2020,383.0,0
-0.04544782608695653,5,2,0,09/12/2020,393.2550048828125,0
0.02465853658536585,1,3,3,09/13/2020,398.38250732421875,0
-0.04204142857142856,3,5,4,09/14/2020,403.510009765625,0
-0.10479836065573772,4,2,5,09/15/2020,410.94000244140625,0
0.023408620689655168,5,3,5,09/16/2020,408.1700134277344,0
-0.07658846153846152,7,0,3,09/17/2020,413.125,0
-0.0532192307692308,5,1,7,09/18/2020,438.7300109863281,0
-0.025084615384615382,4,3,1,09/19/2020,453.6000061035156,0
-0.11132075471698112,4,7,7,09/20/2020,461.0350036621094,0
-0.0038785714285714265,5,7,8,09/21/2020,468.4700012207031,0
-0.1157279069767442,2,5,1,09/22/2020,492.6000061035156,0
-0.04887884615384615,4,4,0,09/23/2020,500.5299987792969,0
0.04593611111111112,5,2,1,09/24/2020,464.9800109863281,0
0.02476,4,6,0,09/25/2020,496.5,0
-0.06433684210526318,2,3,1,09/26/2020,492.0800018310547,0
-0.11401363636363634,5,3,2,09/27/2020,489.87000274658203,0
-0.050143181818181816,0,7,3,09/28/2020,487.6600036621094,0
-0.1428575,5,5,0,09/29/2020,465.5,0
-0.09155853658536586,4,2,7,09/30/2020,470.1099853515625,0
0.02325901639344263,5,3,4,10/01/2020,482.989990234375,0
0.3504200836820087,3,2,4,10/02/2020,482.2300109863281,0
0.022251612903225776,1,5,1,10/03/2020,483.8000030517578,0
-0.05978196721311475,2,6,1,10/04/2020,484.58499908447266,0
-0.0004513157894736831,0,3,4,10/05/2020,485.3699951171875,0
-0.06805555555555554,4,4,2,10/06/2020,478.25,0
0.08731147540983605,1,2,5,10/07/2020,480.6099853515625,0
0.0017622222222222325,1,6,2,10/08/2020,478.54998779296875,0
-0.0622764705882353,1,5,4,10/09/2020,492.4100036621094,0
-0.0058911764705882295,0,3,1,10/10/2020,491.9750061035156,0
-0.1470604651162791,2,7,8,10/11/2020,491.75750732421875,0
-0.1134910714285714,9,10,7,10/12/2020,491.5400085449219,0
-0.059344615384615385,8,7,4,10/13/2020,518.7899780273438,0
-0.01929999999999999,5,4,5,10/14/2020,509.25,0
0.004865217391304336,2,4,4,10/15/2020,536.4000244140625,0
-0.15363541666666666,1,4,0,10/16/2020,559.0,0
-0.0582468085106383,3,4,3,10/17/2020,563.6700134277344,0
-0.18097804878048784,3,4,0,10/18/2020,566.0050201416016,0
0.07811874999999999,0,1,7,10/19/2020,568.3400268554688,0
-0.007418604651162778,5,2,4,10/20/2020,537.02001953125,0
-0.09948142857142858,16,17,0,10/21/2020,513.1900024414062,0
0.07265090909090909,4,1,3,10/22/2020,520.5399780273438,0
-0.08009333333333335,4,7,3,10/23/2020,511.5199890136719,0
-0.045723255813953485,1,1,1,10/24/2020,514.6549835205078,0
-0.048908695652173914,3,1,3,10/25/2020,516.2224807739258,0
-0.045096153846153834,6,4,3,10/26/2020,517.7899780273438,0
-0.10951090909090913,5,8,2,10/27/2020,538.989990234375,0
-0.030883076923076937,4,4,8,10/28/2020,516.010009765625,0
-0.05248367346938775,3,1,6,10/29/2020,489.67999267578125,0
0.14394444444444446,1,0,0,10/30/2020,460.9100036621094,0
